BALDR SKY Dive1 ”Lost Memory”	90	2184	続編、リメイク版がプレイしたい！	244
BALDR SKY Dive1 ”Lost Memory”	90	2184	環境周りが快適	181
BALDR SKY Dive1 ”Lost Memory”	90	2184	シナリオがいいゲーム	297
BALDR SKY Dive1 ”Lost Memory”	90	2184	名シーン・名台詞あります	111
BALDR SKY Dive1 ”Lost Memory”	90	2184	プログラム技術が高いゲーム	122
BALDR SKY Dive1 ”Lost Memory”	90	2184	テキストGOOD	130
BALDR SKY Dive1 ”Lost Memory”	90	2184	CGが美しいゲーム	155
BALDR SKY Dive1 ”Lost Memory”	90	2184	ゲームバランスを評価するPOV	139
BALDR SKY Dive1 ”Lost Memory”	90	2184	（熱く燃える）熱血系ゲーム	247
BALDR SKY Dive1 ”Lost Memory”	90	2184	魅力的なヒロインがいるゲーム	165
BALDR SKY Dive1 ”Lost Memory”	90	2184	リアルな近未来	111
BALDR SKY Dive1 ”Lost Memory”	90	2184	悪役たる悪役	118
BALDR SKY Dive1 ”Lost Memory”	90	2184	戦闘描写（シーン）が印象的	151
BALDR SKY Dive1 ”Lost Memory”	90	2184	魅力的な攻略不可キャラクター	115
BALDR SKY Dive1 ”Lost Memory”	90	2184	主人公がバトルに強い！	269
BALDR SKY Dive1 ”Lost Memory”	90	2184	背景設定の深いゲーム	137
BALDR SKY Dive1 ”Lost Memory”	90	2184	SF仕立てのゲーム	236
BALDR SKY Dive1 ”Lost Memory”	90	2184	戦う女の子達	186
BALDR SKY Dive1 ”Lost Memory”	90	2184	主人公はモテモテ！	160
BALDR SKY Dive1 ”Lost Memory”	90	2184	オールクリアに価値あり	214
BALDR SKY Dive2 ”RECORDARE”	90	1882	ゲーム性のある飽きないゲーム	327
BALDR SKY Dive2 ”RECORDARE”	90	1882	ひたすら長い。長すぎるよ、このゲーム。	139
BALDR SKY Dive2 ”RECORDARE”	90	1882	BGMに惚れ惚れ(*'-')	168
BALDR SKY Dive2 ”RECORDARE”	90	1882	主人公が素敵	169
BALDR SKY Dive2 ”RECORDARE”	90	1882	魂の作品	250
BALDR SKY Dive2 ”RECORDARE”	90	1882	声がいいゲーム	134
BALDR SKY Dive2 ”RECORDARE”	90	1882	キャラを取り巻く世界観が良いゲーム（旧：雰囲気の良いゲーム）	193
BALDR SKY Dive2 ”RECORDARE”	90	1882	歌がいいゲーム	280
BALDR SKY Dive2 ”RECORDARE”	90	1882	演出の光るゲーム	254
BALDR SKY Dive2 ”RECORDARE”	90	1882	脇役が光るゲーム	137
BALDR SKY Dive2 ”RECORDARE”	90	1882	タイトルの良いゲーム	150
BALDR SKY Dive2 ”RECORDARE”	90	1882	ムービーが良い！(エロ動画除く)	141
BALDR SKY Dive2 ”RECORDARE”	90	1882	伏線がしっかり回収されているゲーム	217
BALDR SKY Dive2 ”RECORDARE”	90	1882	シナリオがいいゲーム	239
BALDR SKY Dive2 ”RECORDARE”	90	1882	名シーン・名台詞あります	122
BALDR SKY Dive2 ”RECORDARE”	90	1882	感動した（泣いてしまった）ゲーム	108
BALDR SKY Dive2 ”RECORDARE”	90	1882	プログラム技術が高いゲーム	249
BALDR SKY Dive2 ”RECORDARE”	90	1882	CGが美しいゲーム	124
BALDR SKY Dive2 ”RECORDARE”	90	1882	ゲームバランスを評価するPOV	121
BALDR SKY Dive2 ”RECORDARE”	90	1882	（熱く燃える）熱血系ゲーム	228
BALDR SKY Dive2 ”RECORDARE”	90	1882	真の漢は背中で語る、ダンディズム	96
BALDR SKY Dive2 ”RECORDARE”	90	1882	魅力的なヒロインがいるゲーム	144
BALDR SKY Dive2 ”RECORDARE”	90	1882	悪役たる悪役	106
BALDR SKY Dive2 ”RECORDARE”	90	1882	戦闘描写（シーン）が印象的	169
BALDR SKY Dive2 ”RECORDARE”	90	1882	前作をやってから	284
BALDR SKY Dive2 ”RECORDARE”	90	1882	主人公がバトルに強い！	276
BALDR SKY Dive2 ”RECORDARE”	90	1882	SF仕立てのゲーム	213
BALDR SKY Dive2 ”RECORDARE”	90	1882	戦う女の子達	172
BALDR SKY Dive2 ”RECORDARE”	90	1882	主人公はモテモテ！	145
BALDR SKY Dive2 ”RECORDARE”	90	1882	オールクリアに価値あり	281
BALDR SKY Dive2 ”RECORDARE”	90	1882	大きな不幸を背負った助けたくなるヒロイン	114
BALDR SKY DiveX ”DREAM WORLD”	80	610	ゲーム性のある飽きないゲーム	48
BALDR SKY DiveX ”DREAM WORLD”	80	610	プログラム技術が高いゲーム	35
BALDR SKY DiveX ”DREAM WORLD”	80	610	前作をやってから	33
Bullet Butlers	80	927	ハードボイルド要素が高い（作品）	59
Bullet Butlers	80	927	主人公が素敵	71
Bullet Butlers	80	927	ファンタジー	92
Bullet Butlers	80	927	声がいいゲーム	100
Bullet Butlers	80	927	キャラを取り巻く世界観が良いゲーム（旧：雰囲気の良いゲーム）	87
Bullet Butlers	80	927	演出の光るゲーム	63
Bullet Butlers	80	927	脇役が光るゲーム	131
Bullet Butlers	80	927	シナリオがいいゲーム	86
Bullet Butlers	80	927	テキストGOOD	48
Bullet Butlers	80	927	（熱く燃える）熱血系ゲーム	94
Bullet Butlers	80	927	真の漢は背中で語る、ダンディズム	96
Bullet Butlers	80	927	悪役たる悪役	80
Bullet Butlers	80	927	戦闘描写（シーン）が印象的	79
Bullet Butlers	80	927	主人公がバトルに強い！	86
Bullet Butlers	80	927	奇人変人・愉快なキャラクターが登場するゲーム	73
Bullet Butlers	80	927	戦う女の子達	53
Bullet Butlers	80	927	オールクリアに価値あり	51
CARNIVAL	82	1176	BGMに惚れ惚れ(*'-')	59
CARNIVAL	82	1176	魂の作品	64
CARNIVAL	82	1176	歌がいいゲーム	101
CARNIVAL	82	1176	ムービーが良い！(エロ動画除く)	105
CARNIVAL	82	1176	シナリオがいいゲーム	117
CARNIVAL	82	1176	一般人にお勧めでないゲーム	61
CARNIVAL	82	1176	テキストGOOD	144
CARNIVAL	82	1176	狂気をテーマにしているゲーム	131
CARNIVAL	82	1176	陵辱、　レイプ	94
CARNIVAL	82	1176	ザッピング・マルチサイト・複数視点	106
CARNIVAL	82	1176	オールクリアに価値あり	83
CHAOS;HEAD	78	935	声がいいゲーム	77
CHAOS;HEAD	78	935	歌がいいゲーム	100
CHAOS;HEAD	78	935	演出の光るゲーム	92
CHAOS;HEAD	78	935	ムービーが良い！(エロ動画除く)	49
CHAOS;HEAD	78	935	シナリオがいいゲーム	56
CHAOS;HEAD	78	935	一般人にお勧めでないゲーム	49
CHAOS;HEAD	78	935	主人公がダメ！	98
CHAOS;HEAD	78	935	CGが美しいゲーム	56
CHAOS;HEAD	78	935	狂気をテーマにしているゲーム	73
CHAOS;HEAD	78	935	奇人変人・愉快なキャラクターが登場するゲーム	50
CHAOS;HEAD	78	935	バイオレンス・スプラッター	48
CLANNAD	90	2895	ひたすら長い。長すぎるよ、このゲーム。	272
CLANNAD	90	2895	BGMに惚れ惚れ(*'-')	364
CLANNAD	90	2895	コメディ要素が強い笑えるゲーム	347
CLANNAD	90	2895	魂の作品	283
CLANNAD	90	2895	エロゲー初心者にお勧めな作品	205
CLANNAD	90	2895	成長物語	211
CLANNAD	90	2895	キャラを取り巻く世界観が良いゲーム（旧：雰囲気の良いゲーム）	257
CLANNAD	90	2895	歌がいいゲーム	348
CLANNAD	90	2895	演出の光るゲーム	158
CLANNAD	90	2895	脇役が光るゲーム	325
CLANNAD	90	2895	シナリオがいいゲーム	479
CLANNAD	90	2895	名シーン・名台詞あります	240
CLANNAD	90	2895	感動した（泣いてしまった）ゲーム	530
CLANNAD	90	2895	テキストGOOD	200
CLANNAD	90	2895	家族っていいなぁ	367
CLANNAD	90	2895	魅力的なヒロインがいるゲーム	147
CLANNAD	90	2895	奇人変人・愉快なキャラクターが登場するゲーム	272
CLANNAD	90	2895	純愛物語	186
CLANNAD	90	2895	オールクリアに価値あり	306
CLANNAD FULL VOICE	90	764	ひたすら長い。長すぎるよ、このゲーム。	82
CLANNAD FULL VOICE	90	764	BGMに惚れ惚れ(*'-')	84
CLANNAD FULL VOICE	90	764	コメディ要素が強い笑えるゲーム	73
CLANNAD FULL VOICE	90	764	主人公が素敵	44
CLANNAD FULL VOICE	90	764	魂の作品	82
CLANNAD FULL VOICE	90	764	声がいいゲーム	58
CLANNAD FULL VOICE	90	764	成長物語	68
CLANNAD FULL VOICE	90	764	キャラを取り巻く世界観が良いゲーム（旧：雰囲気の良いゲーム）	73
CLANNAD FULL VOICE	90	764	歌がいいゲーム	85
CLANNAD FULL VOICE	90	764	脇役が光るゲーム	81
CLANNAD FULL VOICE	90	764	シナリオがいいゲーム	129
CLANNAD FULL VOICE	90	764	名シーン・名台詞あります	52
CLANNAD FULL VOICE	90	764	感動した（泣いてしまった）ゲーム	124
CLANNAD FULL VOICE	90	764	テキストGOOD	59
CLANNAD FULL VOICE	90	764	家族っていいなぁ	101
CLANNAD FULL VOICE	90	764	魅力的なヒロインがいるゲーム	56
CLANNAD FULL VOICE	90	764	ヴィヴァ！学園物！	47
CLANNAD FULL VOICE	90	764	奇人変人・愉快なキャラクターが登場するゲーム	87
CLANNAD FULL VOICE	90	764	思わずツッコミ！パロディネタが面白い♪	43
CLANNAD FULL VOICE	90	764	純愛物語	73
CLANNAD FULL VOICE	90	764	オールクリアに価値あり	107
CROSS†CHANNEL	90	4071	BGMに惚れ惚れ(*'-')	245
CROSS†CHANNEL	90	4071	コメディ要素が強い笑えるゲーム	303
CROSS†CHANNEL	90	4071	主人公が素敵	356
CROSS†CHANNEL	90	4071	魂の作品	394
CROSS†CHANNEL	90	4071	キャラを取り巻く世界観が良いゲーム（旧：雰囲気の良いゲーム）	305
CROSS†CHANNEL	90	4071	歌がいいゲーム	227
CROSS†CHANNEL	90	4071	脇役が光るゲーム	315
CROSS†CHANNEL	90	4071	タイトルの良いゲーム	598
CROSS†CHANNEL	90	4071	シナリオがいいゲーム	735
CROSS†CHANNEL	90	4071	名シーン・名台詞あります	498
CROSS†CHANNEL	90	4071	感動した（泣いてしまった）ゲーム	436
CROSS†CHANNEL	90	4071	テキストGOOD	402
CROSS†CHANNEL	90	4071	狂気をテーマにしているゲーム	402
CROSS†CHANNEL	90	4071	ゴールが一つだけのゲーム	423
CROSS†CHANNEL	90	4071	不思議世界に戸惑うキャラ達	240
CROSS†CHANNEL	90	4071	背景設定の深いゲーム	228
CROSS†CHANNEL	90	4071	奇人変人・愉快なキャラクターが登場するゲーム	424
CROSS†CHANNEL	90	4071	思わずツッコミ！パロディネタが面白い♪	217
CROSS†CHANNEL	90	4071	オールクリアに価値あり	392
CROSS†CHANNEL	90	4071	「部活動」が印象的な作品	251
CROSS†CHANNEL	90	4071	熟読･考察の価値あるシナリオ（ネタバレ注意+補足説明参照）	319
Canvas ～セピア色のモチーフ～	70	583	CGが美しいゲーム	33
Canvas2 ～茜色のパレット～	71	586	歌がいいゲーム	41
Canvas2 ～茜色のパレット～	71	586	CGが美しいゲーム	37
ChuSinGura46+1 -忠臣蔵46+1-	88	1235	魂の作品	100
ChuSinGura46+1 -忠臣蔵46+1-	88	1235	声がいいゲーム	64
ChuSinGura46+1 -忠臣蔵46+1-	88	1235	成長物語	68
ChuSinGura46+1 -忠臣蔵46+1-	88	1235	キャラを取り巻く世界観が良いゲーム（旧：雰囲気の良いゲーム）	113
ChuSinGura46+1 -忠臣蔵46+1-	88	1235	歌がいいゲーム	72
ChuSinGura46+1 -忠臣蔵46+1-	88	1235	演出の光るゲーム	171
ChuSinGura46+1 -忠臣蔵46+1-	88	1235	脇役が光るゲーム	84
ChuSinGura46+1 -忠臣蔵46+1-	88	1235	伏線がしっかり回収されているゲーム	71
ChuSinGura46+1 -忠臣蔵46+1-	88	1235	続編、リメイク版がプレイしたい！	86
ChuSinGura46+1 -忠臣蔵46+1-	88	1235	シナリオがいいゲーム	155
ChuSinGura46+1 -忠臣蔵46+1-	88	1235	感動した（泣いてしまった）ゲーム	80
ChuSinGura46+1 -忠臣蔵46+1-	88	1235	テキストGOOD	66
ChuSinGura46+1 -忠臣蔵46+1-	88	1235	（熱く燃える）熱血系ゲーム	127
ChuSinGura46+1 -忠臣蔵46+1-	88	1235	ゴールが一つだけのゲーム	136
ChuSinGura46+1 -忠臣蔵46+1-	88	1235	戦闘描写（シーン）が印象的	83
ChuSinGura46+1 -忠臣蔵46+1-	88	1235	魅力的な攻略不可キャラクター	92
ChuSinGura46+1 -忠臣蔵46+1-	88	1235	主人公がバトルに強い！	105
ChuSinGura46+1 -忠臣蔵46+1-	88	1235	舞台が「過去」	116
ChuSinGura46+1 -忠臣蔵46+1-	88	1235	戦う女の子達	98
ChuSinGura46+1 -忠臣蔵46+1-	88	1235	オールクリアに価値あり	75
ChuSinGura46+1 -忠臣蔵46+1-	88	1235	主従の絆が魅力的	94
ChuSinGura46＋1 -忠臣蔵46＋1- 武士の鼓動(A samurai's beat)	83	581	演出の光るゲーム	45
ChuSinGura46＋1 -忠臣蔵46＋1- 武士の鼓動(A samurai's beat)	83	581	シナリオがいいゲーム	33
ChuSinGura46＋1 -忠臣蔵46＋1- 武士の鼓動(A samurai's beat)	83	581	（熱く燃える）熱血系ゲーム	34
ChuSinGura46＋1 -忠臣蔵46＋1- 武士の鼓動(A samurai's beat)	83	581	前作をやってから	40
ChuSinGura46＋1 -忠臣蔵46＋1- 武士の鼓動(A samurai's beat)	83	581	主人公がバトルに強い！	36
ChuSinGura46＋1 -忠臣蔵46＋1- 武士の鼓動(A samurai's beat)	83	581	舞台が「過去」	36
ChuSinGura46＋1 -忠臣蔵46＋1- 武士の鼓動(A samurai's beat)	83	581	主人公はモテモテ！	31
Clover Day's	80	690	妹ゲー	69
Clover Day's	80	690	声がいいゲーム	36
Clover Day's	80	690	萌えゲー	37
Clover Day's	80	690	キャラを取り巻く世界観が良いゲーム（旧：雰囲気の良いゲーム）	39
Clover Day's	80	690	歌がいいゲーム	52
Clover Day's	80	690	CGが美しいゲーム	59
Clover Day's	80	690	キャラの立ち絵造形が良い	51
Clover Day's	80	690	双子姉妹が魅力的	37
Clover Day's	80	690	主人公はモテモテ！	42
Clover Heart’s	78	956	声がいいゲーム	55
Clover Heart’s	78	956	萌えゲー	65
Clover Heart’s	78	956	歌がいいゲーム	99
Clover Heart’s	78	956	バカップル万歳	68
Clover Heart’s	78	956	ツインテールが魅力	91
Clover Heart’s	78	956	双子姉妹が魅力的	66
Clover Point	75	792	妹ゲー	149
Clover Point	75	792	インモラルなエロゲー（近親相姦含む）	57
Clover Point	75	792	声がいいゲーム	61
Clover Point	75	792	萌えゲー	81
Clover Point	75	792	キャラを取り巻く世界観が良いゲーム（旧：雰囲気の良いゲーム）	52
Clover Point	75	792	シナリオがいいゲーム	43
Clover Point	75	792	CGが美しいゲーム	55
Clover Point	75	792	キャラの立ち絵造形が良い	41
Clover Point	75	792	愛を確かめ合う初々しいぇち	52
Clover Point	75	792	魅力的なヒロインがいるゲーム	64
Clover Point	75	792	ヴィヴァ！学園物！	46
Clover Point	75	792	バカップル万歳	100
Clover Point	75	792	奇人変人・愉快なキャラクターが登場するゲーム	45
Clover Point	75	792	純愛物語	53
Clover Point	75	792	ヒロインと一緒の生活が楽しい	43
D.C. ～ダ・カーポ～	75	1546	妹ゲー	111
D.C. ～ダ・カーポ～	75	1546	萌えゲー	82
D.C. ～ダ・カーポ～	75	1546	歌がいいゲーム	86
D.C.II P.C. ～ダ・カーポII～ プラスコミュニケーション	80	585	ひたすら長い。長すぎるよ、このゲーム。	46
D.C.II P.C. ～ダ・カーポII～ プラスコミュニケーション	80	585	妹ゲー	36
D.C.II P.C. ～ダ・カーポII～ プラスコミュニケーション	80	585	エロゲー初心者にお勧めな作品	49
D.C.II P.C. ～ダ・カーポII～ プラスコミュニケーション	80	585	萌えゲー	37
D.C.II P.C. ～ダ・カーポII～ プラスコミュニケーション	80	585	キャラを取り巻く世界観が良いゲーム（旧：雰囲気の良いゲーム）	51
D.C.II P.C. ～ダ・カーポII～ プラスコミュニケーション	80	585	歌がいいゲーム	68
D.C.II P.C. ～ダ・カーポII～ プラスコミュニケーション	80	585	シナリオがいいゲーム	38
D.C.II P.C. ～ダ・カーポII～ プラスコミュニケーション	80	585	感動した（泣いてしまった）ゲーム	37
D.C.II P.C. ～ダ・カーポII～ プラスコミュニケーション	80	585	Ｈシーンのある女の子がいっぱいいるよぉ	31
D.C.II P.C. ～ダ・カーポII～ プラスコミュニケーション	80	585	CGが美しいゲーム	36
D.C.II P.C. ～ダ・カーポII～ プラスコミュニケーション	80	585	魅力的なヒロインがいるゲーム	40
D.C.II P.C. ～ダ・カーポII～ プラスコミュニケーション	80	585	ヴィヴァ！学園物！	61
D.C.II P.C. ～ダ・カーポII～ プラスコミュニケーション	80	585	奇人変人・愉快なキャラクターが登場するゲーム	43
D.C.II P.C. ～ダ・カーポII～ プラスコミュニケーション	80	585	純愛物語	47
D.C.II P.C. ～ダ・カーポII～ プラスコミュニケーション	80	585	姉と弟の関係	39
D.C.II P.C. ～ダ・カーポII～ プラスコミュニケーション	80	585	甘やかせヒロインのいるゲーム	33
D.C.II P.C. ～ダ・カーポII～ プラスコミュニケーション	80	585	主人公はモテモテ！	51
D.C.II P.C. ～ダ・カーポII～ プラスコミュニケーション	80	585	オールクリアに価値あり	38
D.C.II ～ダ・カーポII～	78	1078	エロゲー初心者にお勧めな作品	68
D.C.II ～ダ・カーポII～	78	1078	萌えゲー	68
D.C.II ～ダ・カーポII～	78	1078	キャラを取り巻く世界観が良いゲーム（旧：雰囲気の良いゲーム）	102
D.C.II ～ダ・カーポII～	78	1078	歌がいいゲーム	161
D.C.II ～ダ・カーポII～	78	1078	脇役が光るゲーム	80
D.C.II ～ダ・カーポII～	78	1078	ムービーが良い！(エロ動画除く)	56
D.C.II ～ダ・カーポII～	78	1078	感動した（泣いてしまった）ゲーム	61
D.C.II ～ダ・カーポII～	78	1078	CGが美しいゲーム	83
D.C.II ～ダ・カーポII～	78	1078	オリジナリティが無い（または少ない）	61
D.C.II ～ダ・カーポII～	78	1078	魅力的なヒロインがいるゲーム	73
D.C.II ～ダ・カーポII～	78	1078	ヴィヴァ！学園物！	112
D.C.II ～ダ・カーポII～	78	1078	魅力的な攻略不可キャラクター	61
D.C.II ～ダ・カーポII～	78	1078	奇人変人・愉快なキャラクターが登場するゲーム	65
D.C.II ～ダ・カーポII～	78	1078	純愛物語	71
D.C.II ～ダ・カーポII～	78	1078	姉妹	78
D.C.II ～ダ・カーポII～	78	1078	姉と弟の関係	70
D.C.II ～ダ・カーポII～	78	1078	甘やかせヒロインのいるゲーム	71
D.C.II ～ダ・カーポII～	78	1078	主人公はモテモテ！	62
D.C.II ～ダ・カーポII～	78	1078	オールクリアに価値あり	72
D.C.P.C. ～ダ・カーポ プラスコミュニケーション～	75	810	妹ゲー	65
D.C.P.C. ～ダ・カーポ プラスコミュニケーション～	75	810	エロゲー初心者にお勧めな作品	53
D.C.P.C. ～ダ・カーポ プラスコミュニケーション～	75	810	萌えゲー	48
D.C.P.C. ～ダ・カーポ プラスコミュニケーション～	75	810	歌がいいゲーム	68
D.C.P.C. ～ダ・カーポ プラスコミュニケーション～	75	810	Ｈシーンのある女の子がいっぱいいるよぉ	69
D.C.P.C. ～ダ・カーポ プラスコミュニケーション～	75	810	ヴィヴァ！学園物！	73
D.C.P.C. ～ダ・カーポ プラスコミュニケーション～	75	810	奇人変人・愉快なキャラクターが登場するゲーム	41
D.C.P.C. ～ダ・カーポ プラスコミュニケーション～	75	810	純愛物語	50
DRACU-RIOT!	77	1532	エロゲー初心者にお勧めな作品	95
DRACU-RIOT!	77	1532	声がいいゲーム	80
DRACU-RIOT!	77	1532	萌えゲー	109
DRACU-RIOT!	77	1532	CGが美しいゲーム	141
DRACU-RIOT!	77	1532	キャラの立ち絵造形が良い	119
DRACU-RIOT!	77	1532	魅力的なヒロインがいるゲーム	79
DUEL SAVIOR	80	597	ファンタジー	33
DUEL SAVIOR	80	597	妹ゲー	32
DUEL SAVIOR	80	597	歌がいいゲーム	70
DUEL SAVIOR	80	597	戦闘描写（シーン）が印象的	45
DUEL SAVIOR	80	597	主人公がバトルに強い！	42
DUEL SAVIOR	80	597	強気のあの娘が魅力的	40
DUEL SAVIOR	80	597	戦う女の子達	34
DUEL SAVIOR JUSTICE	80	528	ゲーム性のある飽きないゲーム	42
DUEL SAVIOR JUSTICE	80	528	ファンタジー	44
DUEL SAVIOR JUSTICE	80	528	妹ゲー	31
DUEL SAVIOR JUSTICE	80	528	歌がいいゲーム	64
DUEL SAVIOR JUSTICE	80	528	戦闘描写（シーン）が印象的	38
DUEL SAVIOR JUSTICE	80	528	主人公がバトルに強い！	41
DUEL SAVIOR JUSTICE	80	528	強気のあの娘が魅力的	45
DUEL SAVIOR JUSTICE	80	528	戦う女の子達	47
